Timestamp;p227;p235;PUMP_1
2018-01-01 10:55:00;82,67;87,58;0
2018-01-01 11:00:00;91,93;94,58;0
2018-01-01 11:05:00;91,87;94,55;0
2018-01-01 11:10:00;94,07;98,42;0
2018-01-01 11:15:00;91,99;98,88;0
2018-01-01 11:20:00;107,91;110,84;0
2018-01-01 11:25:00;95,05;99,02;0
2018-01-01 11:30:00;80,99;86,08;0
2018-01-01 11:35:00;87,54;90,05;0
2018-01-01 11:40:00;96,08;98,26;0
2018-01-01 11:45:00;85,98;89,53;0
2018-01-01 11:50:00;103,61;106,6;0
2018-01-01 11:55:00;98,04;99,77;0
2018-01-01 12:00:00;93,15;99,66;0
2018-01-01 12:05:00;91,58;96,46;0
2018-01-01 12:10:00;87,98;89,43;0
2018-01-01 12:15:00;86,31;92,09;0
2018-01-01 12:20:00;91,97;93,69;0
2018-01-01 12:25:00;83,51;83,71;0
2018-01-01 12:30:00;89,07;91,39;0
2018-01-01 12:35:00;96,07;101,31;0
2018-01-01 12:40:00;92,43;97,93;0
2018-01-01 12:45:00;86,14;90,19;0
2018-01-01 12:50:00;93,74;97,83;0
2018-01-01 12:55:00;94,62;100,64;0
2018-01-01 13:00:00;85,72;91,58;0
2018-01-01 13:05:00;86,03;86,2;0
2018-01-01 13:10:00;84,07;90,93;0
2018-01-01 13:15:00;84,96;87,82;0
2018-01-01 13:20:00;89,34;93,24;0
2018-01-01 13:25:00;93,97;98,58;0
2018-01-01 13:30:00;85,33;88,71;0
2018-01-01 13:35:00;87,13;91,12;0
2018-01-01 13:40:00;90,81;95,77;0
2018-01-01 13:45:00;82,16;88,62;0
2018-01-01 13:50:00;86,81;92,93;0
2018-01-01 13:55:00;89,35;94,62;0
2018-01-01 14:00:00;85,51;88,58;0
2018-01-01 14:05:00;87,74;92,15;0
2018-01-01 14:10:00;79,99;82,41;0
2018-01-01 14:15:00;91,43;93,66;0
2018-01-01 14:20:00;83,82;88,55;0
2018-01-01 14:25:00;88,13;92,21;0
2018-01-01 14:30:00;86,86;91,95;0
2018-01-01 14:35:00;86,45;91,39;0
2018-01-01 14:40:00;77,38;79,43;0
2018-01-01 14:45:00;78,74;83,43;0
2018-01-01 14:50:00;68,99;70,03;0
2018-01-01 14:55:00;86,89;89,96;0
2018-01-01 15:00:00;88,45;93,37;0
2018-01-01 15:05:00;77,97;83,03;0
2018-01-01 15:10:00;80,68;83;0
2018-01-01 15:15:00;78,18;84,43;0
2018-01-01 15:20:00;79,31;81,03;0
2018-01-01 15:25:00;86,85;90,62;0
2018-01-01 15:30:00;83,59;88,24;0
2018-01-01 15:35:00;75,92;79,84;0
2018-01-01 15:40:00;77,28;80,97;0
2018-01-01 15:45:00;76,48;80,92;0
2018-01-01 15:50:00;78,79;86,1;0
2018-01-01 15:55:00;70,28;72,28;0
2018-01-01 16:00:00;75,36;78,5;0
2018-01-01 16:05:00;76,47;82,77;0
2018-01-01 16:10:00;72,5;75,91;0
2018-01-01 16:15:00;96,36;102,68;44,21
2018-01-01 16:20:00;97,24;104,23;44,19
2018-01-01 16:25:00;98,72;106,1;44,18
2018-01-01 16:30:00;97,03;103,97;44,19
2018-01-01 16:35:00;95,97;104,94;44,19
2018-01-01 16:40:00;93,38;100,35;44,2
2018-01-01 16:45:00;106,73;112,26;44,13
2018-01-01 16:50:00;96,23;103,06;44,18
2018-01-01 16:55:00;99,3;106,64;44,16
2018-01-01 17:00:00;94,78;103,56;44,18
2018-01-01 17:05:00;96,5;105,03;44,17
2018-01-01 17:10:00;103,66;109,47;44,14
2018-01-01 17:15:00;97,54;100,98;44,18
2018-01-01 17:20:00;96,76;100,97;44,17
2018-01-01 17:25:00;97,08;104,59;44,16
2018-01-01 17:30:00;105,9;108,4;44,12
2018-01-01 17:35:00;96,92;99,49;44,17
2018-01-01 17:40:00;89,25;94,87;44,2
2018-01-01 17:45:00;104,54;111,78;44,11
2018-01-01 17:50:00;98,89;104,79;44,14
2018-01-01 17:55:00;100,33;107,42;44,13
2018-01-01 18:00:00;105,08;111,02;44,11
2018-01-01 18:05:00;100,73;106,03;44,13
2018-01-01 18:10:00;101,5;106,17;44,13
2018-01-01 18:15:00;103,14;110,68;44,11
2018-01-01 18:20:00;97,94;106,97;44,13
2018-01-01 18:25:00;104,08;111,5;44,09
2018-01-01 18:30:00;99,24;107,03;44,11
2018-01-01 18:35:00;102,53;108,82;44,1
2018-01-01 18:40:00;96,43;103,78;44,12
2018-01-01 18:45:00;99,18;106,13;44,11
2018-01-01 18:50:00;103,39;111,15;44,08
2018-01-01 18:55:00;104,08;110,96;44,08
2018-01-01 19:00:00;96,73;102,23;44,12
2018-01-01 19:05:00;102,66;108,88;44,08
2018-01-01 19:10:00;101,15;104,42;44,09
2018-01-01 19:15:00;104,11;112,82;44,07
2018-01-01 19:20:00;98,19;104,89;44,09
2018-01-01 19:25:00;107,79;110,39;44,06
2018-01-01 19:30:00;100,7;106,29;44,08
2018-01-01 19:35:00;107,44;117,07;44,03
2018-01-01 19:40:00;104,5;110,57;44,05
2018-01-01 19:45:00;103,61;106,89;44,06
2018-01-01 19:50:00;103,78;110,08;44,05
2018-01-01 19:55:00;103,27;108,47;44,05
2018-01-01 20:00:00;100,88;106,77;44,07
2018-01-01 20:05:00;104,5;107,83;44,05
2018-01-01 20:10:00;102,01;106,54;44,06
2018-01-01 20:15:00;107,08;113,41;44,02
2018-01-01 20:20:00;96,31;102,34;44,08
2018-01-01 20:25:00;103,27;113,07;44,03
2018-01-01 20:30:00;98,09;103,46;44,07
2018-01-01 20:35:00;97,2;102,55;44,06
2018-01-01 20:40:00;100,35;109,01;44,03
2018-01-01 20:45:00;105,6;108,6;44,02
2018-01-01 20:50:00;106,15;109,68;44,03
2018-01-01 20:55:00;102,32;107,95;44,03
2018-01-01 21:00:00;100,04;108,35;44,04
2018-01-01 21:05:00;97,81;105,81;44,05
2018-01-01 21:10:00;100,97;108,56;44,02
2018-01-01 21:15:00;102,97;108,32;44,02
2018-01-01 21:20:00;103,71;107,38;44,01
2018-01-01 21:25:00;106,79;110,64;44
2018-01-01 21:30:00;104,37;108,89;44,01
2018-01-01 21:35:00;109,8;112,68;43,97
2018-01-01 21:40:00;101,77;108,01;44,01
2018-01-01 21:45:00;103,86;108,75;44,01
2018-01-01 21:50:00;101,69;106,37;44,01
2018-01-01 21:55:00;97,76;101,48;44,03
2018-01-01 22:00:00;98,34;103,9;44,02
2018-01-01 22:05:00;100,29;106,01;44
2018-01-01 22:10:00;100,37;107,1;44,01
2018-01-01 22:15:00;90,93;96,06;44,05
2018-01-01 22:20:00;93,29;99,53;44,04
2018-01-01 22:25:00;91,69;97,34;44,04
2018-01-01 22:30:00;96,11;104,03;44,01
2018-01-01 22:35:00;83,33;90,21;44,07
2018-01-01 22:40:00;93,63;99,62;44,02
2018-01-01 22:45:00;95,75;98,96;44,02
2018-01-01 22:50:00;87,22;91,78;44,05
2018-01-01 22:55:00;88,4;95,9;44,04
2018-01-01 23:00:00;89,77;95,26;44,03
2018-01-01 23:05:00;86,76;93,15;44,04
2018-01-01 23:10:00;85,47;89,75;44,05
2018-01-01 23:15:00;87,87;95,66;44,03
2018-01-01 23:20:00;84,12;89,38;44,05
2018-01-01 23:25:00;83,72;90,17;44,04
2018-01-01 23:30:00;83,33;90,64;44,04
2018-01-01 23:35:00;78,87;85,73;44,07
2018-01-01 23:40:00;79,36;86,99;44,05
2018-01-01 23:45:00;78,55;84,67;44,06
2018-01-01 23:50:00;77,56;82,55;44,06
2018-01-01 23:55:00;81,17;88,3;44,04
2018-01-02 00:00:00;75,85;81,46;44,06
2018-01-02 00:05:00;76,34;81,44;44,06
2018-01-02 00:10:00;74,04;78,86;44,07
2018-01-02 00:15:00;79,16;84,66;44,04
2018-01-02 00:20:00;72,11;78,03;44,07
2018-01-02 00:25:00;71,94;75,49;44,07
2018-01-02 00:30:00;72,74;78,83;44,05
2018-01-02 00:35:00;67,31;72,29;44,08
2018-01-02 00:40:00;69,68;75,91;44,07
2018-01-02 00:45:00;72,38;79,14;44,05
2018-01-02 00:50:00;63,69;67,43;44,09
2018-01-02 00:55:00;65,12;68,49;44,07
2018-01-02 01:00:00;64,5;68,94;44,08
2018-01-02 01:05:00;58,74;66,04;44,09
2018-01-02 01:10:00;58,43;63,19;44,09
2018-01-02 01:15:00;58,36;63,25;44,09
2018-01-02 01:20:00;58,79;65,71;44,08
2018-01-02 01:25:00;55,83;62,25;44,09
2018-01-02 01:30:00;58,87;64,69;44,07
2018-01-02 01:35:00;57,57;64,98;44,07
2018-01-02 01:40:00;53,72;59,05;44,09
2018-01-02 01:45:00;52,61;57,62;44,09
2018-01-02 01:50:00;50,67;55,17;44,09
2018-01-02 01:55:00;50,98;55,5;44,08
2018-01-02 02:00:00;49,11;53,77;44,09
2018-01-02 02:05:00;51,03;57,24;44,07
2018-01-02 02:10:00;50,85;57,25;44,07
2018-01-02 02:15:00;48,21;53,95;44,08
2018-01-02 02:20:00;47,88;52,69;44,07
2018-01-02 02:25:00;47,41;53,81;44,07
2018-01-02 02:30:00;48,36;53,34;44,06
2018-01-02 02:35:00;24,76;27,56;0
2018-01-02 02:40:00;25,36;28,49;0
2018-01-02 02:45:00;23,67;25,78;0
2018-01-02 02:50:00;24,78;27,5;0
2018-01-02 02:55:00;23,3;26,17;0
2018-01-02 03:00:00;24,26;26,96;0
2018-01-02 03:05:00;22,22;24,45;0
2018-01-02 03:10:00;21,67;25,25;0
2018-01-02 03:15:00;21,34;24,5;0
2018-01-02 03:20:00;21,48;23,59;0
2018-01-02 03:25:00;22,24;23,81;0
2018-01-02 03:30:00;22,56;25,38;0
2018-01-02 03:35:00;22,75;25,96;0
2018-01-02 03:40:00;22,69;25,93;0
2018-01-02 03:45:00;22,95;25,5;0
2018-01-02 03:50:00;19,24;21,59;0
2018-01-02 03:55:00;21,12;23,94;0
2018-01-02 04:00:00;20,08;22,69;0
2018-01-02 04:05:00;21,12;22,87;0
2018-01-02 04:10:00;20,05;23,07;0
2018-01-02 04:15:00;19,4;22;0
2018-01-02 04:20:00;19,39;21,92;0
2018-01-02 04:25:00;20,9;22,52;0
2018-01-02 04:30:00;21,86;24,68;0
2018-01-02 04:35:00;19,31;19,99;0
2018-01-02 04:40:00;21,43;23,14;0
2018-01-02 04:45:00;21,34;24,17;0
2018-01-02 04:50:00;21,16;23,89;0
2018-01-02 04:55:00;20,93;23,84;0
2018-01-02 05:00:00;20,23;22,22;0
2018-01-02 05:05:00;22,87;24,86;0
2018-01-02 05:10:00;20,65;23,08;0
2018-01-02 05:15:00;24,08;26,46;0
2018-01-02 05:20:00;22,89;25,39;0
2018-01-02 05:25:00;25,44;27,3;0
2018-01-02 05:30:00;23,76;26,26;0
2018-01-02 05:35:00;25,63;28,41;0
2018-01-02 05:40:00;30,8;32,47;0
2018-01-02 05:45:00;28,22;30,51;0
2018-01-02 05:50:00;31,55;33,09;0
2018-01-02 05:55:00;36,18;39,14;0
2018-01-02 06:00:00;42,11;42,43;0
2018-01-02 06:05:00;42,57;45,46;0
2018-01-02 06:10:00;44,45;46,79;0
2018-01-02 06:15:00;48,84;49,9;0
2018-01-02 06:20:00;55,92;56,77;0
2018-01-02 06:25:00;55,19;59,05;0
2018-01-02 06:30:00;58,76;60,61;0
2018-01-02 06:35:00;60,86;62,28;0
2018-01-02 06:40:00;61,92;63,65;0
2018-01-02 06:45:00;63,66;67,09;0
2018-01-02 06:50:00;64,66;64,76;0
2018-01-02 06:55:00;69,94;72,78;0
2018-01-02 07:00:00;73,69;76,24;0
2018-01-02 07:05:00;74,86;78,15;0
2018-01-02 07:10:00;77,7;79,26;0
2018-01-02 07:15:00;82,66;83,2;0
2018-01-02 07:20:00;87,13;88,23;0
2018-01-02 07:25:00;81,6;84,74;0
2018-01-02 07:30:00;77,11;80,1;0
2018-01-02 07:35:00;88,29;88,98;0
2018-01-02 07:40:00;84,84;88,19;0
2018-01-02 07:45:00;89,73;91,65;0
2018-01-02 07:50:00;81,22;86,2;0
2018-01-02 07:55:00;80,05;81,89;0
2018-01-02 08:00:00;84,4;88,43;0
2018-01-02 08:05:00;94,57;96,52;0
2018-01-02 08:10:00;84,87;85,55;0
2018-01-02 08:15:00;85,62;87,49;0
2018-01-02 08:20:00;81,17;85,73;0
2018-01-02 08:25:00;88,71;90,5;0
2018-01-02 08:30:00;85,24;89,23;0
2018-01-02 08:35:00;78,17;79,49;0
2018-01-02 08:40:00;94,29;97,85;0
2018-01-02 08:45:00;98,52;101,18;0
2018-01-02 08:50:00;93,26;95,35;0
2018-01-02 08:55:00;87,4;89,6;0
2018-01-02 09:00:00;93,08;95,92;0
2018-01-02 09:05:00;91,62;96,33;0
2018-01-02 09:10:00;91,96;92,92;0
2018-01-02 09:15:00;96,94;102,37;0
2018-01-02 09:20:00;87,5;90,21;0
2018-01-02 09:25:00;92,65;95,93;0
2018-01-02 09:30:00;95,64;97,98;0
2018-01-02 09:35:00;84,25;88,55;0
2018-01-02 09:40:00;90,4;94,75;0
2018-01-02 09:45:00;96,39;97,86;0
2018-01-02 09:50:00;86,77;90,73;0
2018-01-02 09:55:00;96,23;99,68;0
2018-01-02 10:00:00;90,21;93,31;0
2018-01-02 10:05:00;88,34;93,17;0
2018-01-02 10:10:00;95,72;98,7;0
2018-01-02 10:15:00;99,56;100,37;0
2018-01-02 10:20:00;96,01;100,16;0
2018-01-02 10:25:00;90,94;93,62;0
2018-01-02 10:30:00;87,91;93,86;0
2018-01-02 10:35:00;93,25;93,01;0
2018-01-02 10:40:00;94,73;99,52;0
2018-01-02 10:45:00;98,51;103,8;0
2018-01-02 10:50:00;87,75;92,41;0
2018-01-02 10:55:00;87,39;89,11;0
2018-01-02 11:00:00;84,78;87,8;0
2018-01-02 11:05:00;100,11;101,77;0
2018-01-02 11:10:00;90,64;92,86;0
2018-01-02 11:15:00;88,42;93,38;0
2018-01-02 11:20:00;89,36;93,11;0
2018-01-02 11:25:00;95,37;98,19;0
2018-01-02 11:30:00;88,84;91,96;0
2018-01-02 11:35:00;98,93;102,76;0
2018-01-02 11:40:00;89,88;94,82;0
2018-01-02 11:45:00;90,5;92,49;0
2018-01-02 11:50:00;85,45;88,47;0
2018-01-02 11:55:00;87,49;89,91;0
2018-01-02 12:00:00;90,6;92,92;0
2018-01-02 12:05:00;88,9;95,18;0
2018-01-02 12:10:00;87,56;91,56;0
2018-01-02 12:15:00;81,97;84,86;0
2018-01-02 12:20:00;99,01;102,49;0
2018-01-02 12:25:00;87,03;90,02;0
2018-01-02 12:30:00;89,24;92,87;0
2018-01-02 12:35:00;86,76;85,34;0
2018-01-02 12:40:00;80,44;83,26;0
2018-01-02 12:45:00;99,73;102,01;0
2018-01-02 12:50:00;88,85;93,22;0
2018-01-02 12:55:00;78,3;82,34;0
2018-01-02 13:00:00;87,18;91,94;0
2018-01-02 13:05:00;94,15;98,74;0
2018-01-02 13:10:00;96,71;100,04;0
2018-01-02 13:15:00;88,98;94,45;0
2018-01-02 13:20:00;90,63;96,05;0
2018-01-02 13:25:00;88,97;90,49;0
2018-01-02 13:30:00;93,21;101,25;0
2018-01-02 13:35:00;88,73;97,3;0
2018-01-02 13:40:00;93;96,46;0
2018-01-02 13:45:00;89,88;93,38;0
2018-01-02 13:50:00;89,51;91,02;0
2018-01-02 13:55:00;77,01;80;0
2018-01-02 14:00:00;83,76;89,14;0
2018-01-02 14:05:00;89,96;91,55;0
2018-01-02 14:10:00;87,58;89,27;0
2018-01-02 14:15:00;84,28;85,18;0
2018-01-02 14:20:00;89,05;94,83;0
2018-01-02 14:25:00;81,12;86,24;0
2018-01-02 14:30:00;86,46;89,07;0
2018-01-02 14:35:00;91,07;92,97;0
2018-01-02 14:40:00;84,89;90,95;0
2018-01-02 14:45:00;86,25;88,05;0
2018-01-02 14:50:00;81,23;87,02;0
2018-01-02 14:55:00;77,46;80,4;0
2018-01-02 15:00:00;84,89;87,07;0
2018-01-02 15:05:00;86,53;90,77;0
2018-01-02 15:10:00;97,8;102,25;44,2
2018-01-02 15:15:00;95,07;102,49;44,21
2018-01-02 15:20:00;97,05;101,11;44,2
2018-01-02 15:25:00;92,26;103,02;44,2
2018-01-02 15:30:00;91,91;96,58;44,22
2018-01-02 15:35:00;93,4;98,45;44,21
2018-01-02 15:40:00;103,11;108,97;44,16
2018-01-02 15:45:00;91,86;97,52;44,21
2018-01-02 15:50:00;99,69;105,83;44,16
2018-01-02 15:55:00;100,14;108,22;44,15
2018-01-02 16:00:00;99,08;104,74;44,16
2018-01-02 16:05:00;98,27;102,16;44,17
2018-01-02 16:10:00;96,6;102,44;44,17
2018-01-02 16:15:00;98,57;103,2;44,16
2018-01-02 16:20:00;99,74;107,24;44,14
2018-01-02 16:25:00;101,77;108,46;44,13
2018-01-02 16:30:00;98,84;105,28;44,15
2018-01-02 16:35:00;94,87;99,28;44,17
2018-01-02 16:40:00;95,69;102,67;44,16
2018-01-02 16:45:00;97,37;100,78;44,16
2018-01-02 16:50:00;94,42;98,57;44,17
2018-01-02 16:55:00;95,39;99,91;44,15
2018-01-02 17:00:00;102,27;110,55;44,11
2018-01-02 17:05:00;98,15;104,66;44,13
2018-01-02 17:10:00;97,87;104,74;44,13
2018-01-02 17:15:00;98,04;103,2;44,13
2018-01-02 17:20:00;97,74;102;44,13
2018-01-02 17:25:00;102,86;108,78;44,1
2018-01-02 17:30:00;95,07;103,59;44,13
2018-01-02 17:35:00;98,98;106,05;44,12
2018-01-02 17:40:00;101,13;107,1;44,1
2018-01-02 17:45:00;102,72;108,05;44,09
2018-01-02 17:50:00;105,81;108,95;44,07
2018-01-02 17:55:00;100,7;106,25;44,09
2018-01-02 18:00:00;102,49;105,96;44,09
2018-01-02 18:05:00;107,13;116,97;44,04
2018-01-02 18:10:00;102,39;102,93;44,09
2018-01-02 18:15:00;103,4;107,73;44,07
2018-01-02 18:20:00;106,46;112,36;44,05
2018-01-02 18:25:00;102,48;109,04;44,08
2018-01-02 18:30:00;103,86;110,51;44,06
2018-01-02 18:35:00;95,08;104,19;44,09
2018-01-02 18:40:00;99,43;106,29;44,08
2018-01-02 18:45:00;103,68;108,76;44,06
2018-01-02 18:50:00;98,29;107,86;44,08
2018-01-02 18:55:00;96,89;107,4;44,07
2018-01-02 19:00:00;99,72;103,33;44,08
2018-01-02 19:05:00;105,66;110,78;44,04
2018-01-02 19:10:00;104,15;108,9;44,04
2018-01-02 19:15:00;97,46;102,63;44,08
2018-01-02 19:20:00;101,96;111;44,04
2018-01-02 19:25:00;105,71;113,03;44,02
2018-01-02 19:30:00;108,33;113,58;44
2018-01-02 19:35:00;113,14;117,11;43,98
2018-01-02 19:40:00;100,51;106,99;44,04
2018-01-02 19:45:00;108,94;113,16;44
2018-01-02 19:50:00;98,57;101,45;44,05
2018-01-02 19:55:00;101,96;108,67;44,02
2018-01-02 20:00:00;102,61;109,98;44,02
2018-01-02 20:05:00;103,42;107,36;44,02
2018-01-02 20:10:00;109,36;112,48;43,99
2018-01-02 20:15:00;98,04;105,95;44,04
2018-01-02 20:20:00;105,7;111,01;44
2018-01-02 20:25:00;102,88;109,36;44
2018-01-02 20:30:00;103,37;111,16;44
2018-01-02 20:35:00;97,92;102,82;44,02
2018-01-02 20:40:00;104,03;107,99;44
2018-01-02 20:45:00;101,92;110,35;43,99
2018-01-02 20:50:00;107,02;112,87;43,97
2018-01-02 20:55:00;103,88;111,41;43,98
2018-01-02 21:00:00;100,64;106,93;44
2018-01-02 21:05:00;97,8;104,09;44,02
2018-01-02 21:10:00;100,09;105;44,01
2018-01-02 21:15:00;110,05;114,28;43,95
2018-01-02 21:20:00;96,12;101,8;44,02
2018-01-02 21:25:00;109,48;112,99;43,95
2018-01-02 21:30:00;103,9;108,99;43,97
2018-01-02 21:35:00;100,43;105,91;43,99
2018-01-02 21:40:00;101,34;110,55;43,97
2018-01-02 21:45:00;98,9;106,01;43,98
2018-01-02 21:50:00;97,36;100,67;44
2018-01-02 21:55:00;106,09;110,72;43,95
2018-01-02 22:00:00;98,35;102,81;43,99
2018-01-02 22:05:00;101,18;106,53;43,97
2018-01-02 22:10:00;96,55;101,44;43,99
2018-01-02 22:15:00;97,78;103,53;43,98
2018-01-02 22:20:00;85,39;91,18;44,03
2018-01-02 22:25:00;93,19;98,82;43,99
2018-01-02 22:30:00;91,62;93,93;44,01
2018-01-02 22:35:00;93,06;101,86;43,98
2018-01-02 22:40:00;93,15;95,93;44
2018-01-02 22:45:00;88,3;94,97;44,01
2018-01-02 22:50:00;96,42;102,08;43,97
2018-01-02 22:55:00;86,75;91,61;44,01
2018-01-02 23:00:00;89,42;96,14;44
2018-01-02 23:05:00;84,78;91,52;44,01
2018-01-02 23:10:00;82,56;87,51;44,03
2018-01-02 23:15:00;84,3;91;44,01
2018-01-02 23:20:00;83,46;88,37;44,01
2018-01-02 23:25:00;83,74;87,62;44,01
2018-01-02 23:30:00;80,5;84,7;44,02
2018-01-02 23:35:00;82,08;90,11;44
2018-01-02 23:40:00;79,28;82,92;44,03
2018-01-02 23:45:00;81,12;89,11;44
2018-01-02 23:50:00;77,36;81,42;44,02
2018-01-02 23:55:00;80,29;87;44
2018-01-03 00:00:00;76,22;83,03;44,01
2018-01-03 00:05:00;72,7;79,23;44,03
2018-01-03 00:10:00;75,65;81,92;44,01
2018-01-03 00:15:00;69,54;72,38;44,04
2018-01-03 00:20:00;74,32;80,76;44,01
2018-01-03 00:25:00;69,62;74,62;44,03
2018-01-03 00:30:00;71,17;79,78;44,01
2018-01-03 00:35:00;69,77;76,17;44,02
2018-01-03 00:40:00;73,27;79,9;44,01
2018-01-03 00:45:00;66,9;73,67;44,03
